kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,satuan,kecamatan,puskesmas,jenis_kelamin,penderita_dbd,year,data_origin
32,JAWA BARAT,3273,KOTA BANDUNG,3273120,32.73.26,UJUNGBERUNG,ORANG,UJUNG BERUNG,UPT PASIRJATI,LAKI-LAKI,53,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273120,32.73.26,UJUNGBERUNG,ORANG,UJUNG BERUNG,UPT PASIRJATI,PEREMPUAN,49,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273190,32.73.06,CICENDO,ORANG,CICENDO,UPT PASIRKALIKI,LAKI-LAKI,50,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273190,32.73.06,CICENDO,ORANG,CICENDO,UPT PASIRKALIKI,PEREMPUAN,42,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273210,32.73.14,CIBEUNYING KIDUL,ORANG,CIBEUNYING KIDUL,UPT PASIRLAYUNG,LAKI-LAKI,51,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273210,32.73.14,CIBEUNYING KIDUL,ORANG,CIBEUNYING KIDUL,UPT PASIRLAYUNG,PEREMPUAN,38,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273060,32.73.11,REGOL,ORANG,REGOL,UPT PASIRLUYU,LAKI-LAKI,18,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273060,32.73.11,REGOL,ORANG,REGOL,UPT PASIRLUYU,PEREMPUAN,23,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273060,32.73.11,REGOL,ORANG,REGOL,UPT PASUNDAN,LAKI-LAKI,10,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273060,32.73.11,REGOL,ORANG,REGOL,UPT PASUNDAN,PEREMPUAN,12,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273050,32.73.10,ASTANA ANYAR,ORANG,ASTANAANYAR,UPT PELINDUNG HEWAN,LAKI-LAKI,22,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273050,32.73.10,ASTANA ANYAR,ORANG,ASTANAANYAR,UPT PELINDUNG HEWAN,PEREMPUAN,24,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273230,32.73.02,COBLONG,ORANG,COBLONG,UPT PUTER,LAKI-LAKI,41,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273230,32.73.02,COBLONG,ORANG,COBLONG,UPT PUTER,PEREMPUAN,19,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273101,32.73.27,GEDEBAGE,ORANG,GEDEBAGE,UPT RIUNG BANDUNG,LAKI-LAKI,35,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273101,32.73.27,GEDEBAGE,ORANG,GEDEBAGE,UPT RIUNG BANDUNG,PEREMPUAN,35,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273130,32.73.24,ARCAMANIK,ORANG,ARCAMANIK,UPT RUSUNAWA,LAKI-LAKI,83,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273130,32.73.24,ARCAMANIK,ORANG,ARCAMANIK,UPT RUSUNAWA,PEREMPUAN,51,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273200,32.73.09,BANDUNG WETAN,ORANG,BANDUNG WETAN,UPT SALAM,LAKI-LAKI,11,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273200,32.73.09,BANDUNG WETAN,ORANG,BANDUNG WETAN,UPT SALAM,PEREMPUAN,9,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273250,32.73.01,SUKASARI,ORANG,SUKASARI,UPT SARIJADI,LAKI-LAKI,31,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273250,32.73.01,SUKASARI,ORANG,SUKASARI,UPT SARIJADI,PEREMPUAN,34,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273090,32.73.22,BUAHBATU,ORANG,BUAHBATU,UPT SEKEJATI,LAKI-LAKI,38,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273090,32.73.22,BUAHBATU,ORANG,BUAHBATU,UPT SEKEJATI,PEREMPUAN,46,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273230,32.73.02,COBLONG,ORANG,COBLONG,UPT SEKELOA,LAKI-LAKI,16,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273230,32.73.02,COBLONG,ORANG,COBLONG,UPT SEKELOA,PEREMPUAN,21,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273142,32.73.30,MANDALAJATI,ORANG,MANDALAJATI,UPT SINDANG JAYA,LAKI-LAKI,31,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273142,32.73.30,MANDALAJATI,ORANG,MANDALAJATI,UPT SINDANG JAYA,PEREMPUAN,28,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273240,32.73.07,SUKAJADI,ORANG,SUKAJADI,UPT SUKAGALIH,LAKI-LAKI,26,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273240,32.73.07,SUKAJADI,ORANG,SUKAJADI,UPT SUKAGALIH,PEREMPUAN,37,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273020,32.73.03,BABAKAN CIPARAY,ORANG,BABAKAN CIPARAY,UPT SUKAHAJI,LAKI-LAKI,22,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273020,32.73.03,BABAKAN CIPARAY,ORANG,BABAKAN CIPARAY,UPT SUKAHAJI,PEREMPUAN,35,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273240,32.73.07,SUKAJADI,ORANG,SUKAJADI,UPT SUKAJADI,LAKI-LAKI,65,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273240,32.73.07,SUKAJADI,ORANG,SUKAJADI,UPT SUKAJADI,PEREMPUAN,47,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273190,32.73.06,CICENDO,ORANG,CICENDO,UPT SUKARAJA,LAKI-LAKI,8,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273190,32.73.06,CICENDO,ORANG,CICENDO,UPT SUKARAJA,PEREMPUAN,10,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273250,32.73.01,SUKASARI,ORANG,SUKASARI,UPT SUKARASA,LAKI-LAKI,15,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273250,32.73.01,SUKASARI,ORANG,SUKASARI,UPT SUKARASA,PEREMPUAN,17,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273240,32.73.07,SUKAJADI,ORANG,SUKAJADI,UPT SUKAWARNA,LAKI-LAKI,20,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273240,32.73.07,SUKAJADI,ORANG,SUKAJADI,UPT SUKAWARNA,PEREMPUAN,12,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273070,32.73.13,LENGKONG,ORANG,LENGKONG,UPT SURYALAYA,LAKI-LAKI,5,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273070,32.73.13,LENGKONG,ORANG,LENGKONG,UPT SURYALAYA,PEREMPUAN,4,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273070,32.73.13,LENGKONG,ORANG,LENGKONG,UPT TALAGABODAS,LAKI-LAKI,22,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273070,32.73.13,LENGKONG,ORANG,LENGKONG,UPT TALAGABODAS,PEREMPUAN,17,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273200,32.73.09,BANDUNG WETAN,ORANG,BANDUNG WETAN,UPT TAMANSARI,LAKI-LAKI,22,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273200,32.73.09,BANDUNG WETAN,ORANG,BANDUNG WETAN,UPT TAMANSARI,PEREMPUAN,20,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273170,32.73.19,SUMUR BANDUNG,ORANG,SUMUR BANDUNG,UPT TAMBLONG,LAKI-LAKI,20,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273170,32.73.19,SUMUR BANDUNG,ORANG,SUMUR BANDUNG,UPT TAMBLONG,PEREMPUAN,14,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273120,32.73.26,UJUNGBERUNG,ORANG,UJUNG BERUNG,UPT UJUNGBERUNG INDAH,LAKI-LAKI,60,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273120,32.73.26,UJUNGBERUNG,ORANG,UJUNG BERUNG,UPT UJUNGBERUNG INDAH,PEREMPUAN,60,2019,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273160,32.73.12,BATUNUNGGAL,ORANG,BATUNUNGGAL,UPT AHMAD YANI,LAKI-LAKI,20,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273160,32.73.12,BATUNUNGGAL,ORANG,BATUNUNGGAL,UPT AHMAD YANI,PEREMPUAN,12,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273141,32.73.20,ANTAPANI,ORANG,ANTAPANI,UPT ANTAPANI,LAKI-LAKI,18,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273141,32.73.20,ANTAPANI,ORANG,ANTAPANI,UPT ANTAPANI,PEREMPUAN,23,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273130,32.73.24,ARCAMANIK,ORANG,ARCAMANIK,UPT ARCAMANIK,LAKI-LAKI,27,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273130,32.73.24,ARCAMANIK,ORANG,ARCAMANIK,UPT ARCAMANIK,PEREMPUAN,28,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273050,32.73.10,ASTANA ANYAR,ORANG,ASTANAANYAR,UPT ASTANAANYAR,LAKI-LAKI,5,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273050,32.73.10,ASTANA ANYAR,ORANG,ASTANAANYAR,UPT ASTANAANYAR,PEREMPUAN,8,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273150,32.73.16,KIARACONDONG,ORANG,KIARACONDONG,UPT BABAKAN SURABAYA,LAKI-LAKI,12,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273150,32.73.16,KIARACONDONG,ORANG,KIARACONDONG,UPT BABAKAN SURABAYA,PEREMPUAN,12,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273030,32.73.04,BOJONGLOA KALER,ORANG,BOJONGLOA KALER,UPT BABAKAN TAROGONG,LAKI-LAKI,10,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273030,32.73.04,BOJONGLOA KALER,ORANG,BOJONGLOA KALER,UPT BABAKAN TAROGONG,PEREMPUAN,13,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273150,32.73.16,KIARACONDONG,ORANG,KIARACONDONG,UPT BABAKANSARI,LAKI-LAKI,50,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273150,32.73.16,KIARACONDONG,ORANG,KIARACONDONG,UPT BABAKANSARI,PEREMPUAN,37,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273180,32.73.05,ANDIR,ORANG,ANDIR,UPT BABATAN,LAKI-LAKI,14,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273180,32.73.05,ANDIR,ORANG,ANDIR,UPT BABATAN,PEREMPUAN,19,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273170,32.73.19,SUMUR BANDUNG,ORANG,SUMUR BANDUNG,UPT BALAIKOTA,LAKI-LAKI,8,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273170,32.73.19,SUMUR BANDUNG,ORANG,SUMUR BANDUNG,UPT BALAIKOTA,PEREMPUAN,10,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273020,32.73.03,BABAKAN CIPARAY,ORANG,BABAKAN CIPARAY,UPT CARINGIN,LAKI-LAKI,26,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273020,32.73.03,BABAKAN CIPARAY,ORANG,BABAKAN CIPARAY,UPT CARINGIN,PEREMPUAN,14,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273101,32.73.27,GEDEBAGE,ORANG,GEDEBAGE,UPT CEMPAKA ARUM,LAKI-LAKI,10,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273101,32.73.27,GEDEBAGE,ORANG,GEDEBAGE,UPT CEMPAKA ARUM,PEREMPUAN,13,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273030,32.73.04,BOJONGLOA KALER,ORANG,BOJONGLOA KALER,UPT CETARIP,LAKI-LAKI,28,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273030,32.73.04,BOJONGLOA KALER,ORANG,BOJONGLOA KALER,UPT CETARIP,PEREMPUAN,26,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273040,32.73.17,BOJONGLOA KIDUL,ORANG,BOJONGLOA KIDUL,UPT CIBADUYUT KIDUL,LAKI-LAKI,1,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273040,32.73.17,BOJONGLOA KIDUL,ORANG,BOJONGLOA KIDUL,UPT CIBADUYUT KIDUL,PEREMPUAN,2,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273040,32.73.17,BOJONGLOA KIDUL,ORANG,BOJONGLOA KIDUL,UPT CIBADUYUT WETAN,LAKI-LAKI,1,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273040,32.73.17,BOJONGLOA KIDUL,ORANG,BOJONGLOA KIDUL,UPT CIBADUYUT WETAN,PEREMPUAN,5,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273110,32.73.25,CIBIRU,ORANG,CIBIRU,UPT CIBIRU,LAKI-LAKI,11,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273110,32.73.25,CIBIRU,ORANG,CIBIRU,UPT CIBIRU,PEREMPUAN,7,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273020,32.73.03,BABAKAN CIPARAY,ORANG,BABAKAN CIPARAY,UPT CIBOLERANG,LAKI-LAKI,9,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273020,32.73.03,BABAKAN CIPARAY,ORANG,BABAKAN CIPARAY,UPT CIBOLERANG,PEREMPUAN,5,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273010,32.73.15,BANDUNG KULON,ORANG,BANDUNG KULON,UPT CIBUNTU,LAKI-LAKI,14,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273010,32.73.15,BANDUNG KULON,ORANG,BANDUNG KULON,UPT CIBUNTU,PEREMPUAN,8,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273220,32.73.18,CIBEUNYING KALER,ORANG,CIBEUNYING KALER,UPT CIGADUNG,LAKI-LAKI,14,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273220,32.73.18,CIBEUNYING KALER,ORANG,CIBEUNYING KALER,UPT CIGADUNG,PEREMPUAN,16,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273010,32.73.15,BANDUNG KULON,ORANG,BANDUNG KULON,UPT CIGONDEWAH,LAKI-LAKI,7,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273010,32.73.15,BANDUNG KULON,ORANG,BANDUNG KULON,UPT CIGONDEWAH,PEREMPUAN,6,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273070,32.73.13,LENGKONG,ORANG,LENGKONG,UPT CIJAGRA BARU,LAKI-LAKI,7,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273070,32.73.13,LENGKONG,ORANG,LENGKONG,UPT CIJAGRA BARU,PEREMPUAN,6,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273070,32.73.13,LENGKONG,ORANG,LENGKONG,UPT CIJAGRA LAMA,LAKI-LAKI,26,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273070,32.73.13,LENGKONG,ORANG,LENGKONG,UPT CIJAGRA LAMA,PEREMPUAN,22,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273010,32.73.15,BANDUNG KULON,ORANG,BANDUNG KULON,UPT CIJERAH,LAKI-LAKI,13,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273010,32.73.15,BANDUNG KULON,ORANG,BANDUNG KULON,UPT CIJERAH,PEREMPUAN,16,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273230,32.73.02,COBLONG,ORANG,COBLONG,UPT CIKUTRA LAMA,LAKI-LAKI,30,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273230,32.73.02,COBLONG,ORANG,COBLONG,UPT CIKUTRA LAMA,PEREMPUAN,18,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273110,32.73.25,CIBIRU,ORANG,CIBIRU,UPT CILENGKRANG,LAKI-LAKI,4,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273110,32.73.25,CIBIRU,ORANG,CIBIRU,UPT CILENGKRANG,PEREMPUAN,4,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273121,32.73.29,CINAMBO,ORANG,CINAMBO,UPT CINAMBO,LAKI-LAKI,18,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273121,32.73.29,CINAMBO,ORANG,CINAMBO,UPT CINAMBO,PEREMPUAN,18,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273110,32.73.25,CIBIRU,ORANG,CIBIRU,UPT CIPADUNG,LAKI-LAKI,21,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273110,32.73.25,CIBIRU,ORANG,CIBIRU,UPT CIPADUNG,PEREMPUAN,25,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273260,32.73.08,CIDADAP,ORANG,CIDADAP,UPT CIPAKU,LAKI-LAKI,8,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273260,32.73.08,CIDADAP,ORANG,CIDADAP,UPT CIPAKU,PEREMPUAN,3,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273100,32.73.23,RANCASARI,ORANG,RANCASARI,UPT CIPAMOKOLAN,LAKI-LAKI,56,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273100,32.73.23,RANCASARI,ORANG,RANCASARI,UPT CIPAMOKOLAN,PEREMPUAN,43,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273260,32.73.08,CIDADAP,ORANG,CIDADAP,UPT CIUMBULEUIT,LAKI-LAKI,26,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273260,32.73.08,CIDADAP,ORANG,CIDADAP,UPT CIUMBULEUIT,PEREMPUAN,23,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273230,32.73.02,COBLONG,ORANG,COBLONG,UPT DAGO,LAKI-LAKI,44,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273230,32.73.02,COBLONG,ORANG,COBLONG,UPT DAGO,PEREMPUAN,34,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273100,32.73.23,RANCASARI,ORANG,RANCASARI,UPT DERWATI,LAKI-LAKI,22,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273100,32.73.23,RANCASARI,ORANG,RANCASARI,UPT DERWATI,PEREMPUAN,22,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273180,32.73.05,ANDIR,ORANG,ANDIR,UPT GARUDA,LAKI-LAKI,29,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273180,32.73.05,ANDIR,ORANG,ANDIR,UPT GARUDA,PEREMPUAN,22,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273142,32.73.30,MANDALAJATI,ORANG,MANDALAJATI,UPT GIRIMANDE,LAKI-LAKI,12,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273142,32.73.30,MANDALAJATI,ORANG,MANDALAJATI,UPT GIRIMANDE,PEREMPUAN,7,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273141,32.73.20,ANTAPANI,ORANG,ANTAPANI,UPT GRIYA ANTAPANI,LAKI-LAKI,15,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273141,32.73.20,ANTAPANI,ORANG,ANTAPANI,UPT GRIYA ANTAPANI,PEREMPUAN,18,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273160,32.73.12,BATUNUNGGAL,ORANG,BATUNUNGGAL,UPT GUMURUH,LAKI-LAKI,35,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273160,32.73.12,BATUNUNGGAL,ORANG,BATUNUNGGAL,UPT GUMURUH,PEREMPUAN,21,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273160,32.73.12,BATUNUNGGAL,ORANG,BATUNUNGGAL,UPT IBRAHIM ADJIE,LAKI-LAKI,27,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273160,32.73.12,BATUNUNGGAL,ORANG,BATUNUNGGAL,UPT IBRAHIM ADJIE,PEREMPUAN,16,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273141,32.73.20,ANTAPANI,ORANG,ANTAPANI,UPT JAJAWAY,LAKI-LAKI,18,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273141,32.73.20,ANTAPANI,ORANG,ANTAPANI,UPT JAJAWAY,PEREMPUAN,28,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273142,32.73.30,MANDALAJATI,ORANG,MANDALAJATI,UPT JATIHANDAP,LAKI-LAKI,6,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273142,32.73.30,MANDALAJATI,ORANG,MANDALAJATI,UPT JATIHANDAP,PEREMPUAN,1,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273250,32.73.01,SUKASARI,ORANG,SUKASARI,UPT KARANGSETRA,LAKI-LAKI,18,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273250,32.73.01,SUKASARI,ORANG,SUKASARI,UPT KARANGSETRA,PEREMPUAN,17,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273040,32.73.17,BOJONGLOA KIDUL,ORANG,BOJONGLOA KIDUL,UPT KOPO,LAKI-LAKI,26,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273040,32.73.17,BOJONGLOA KIDUL,ORANG,BOJONGLOA KIDUL,UPT KOPO,PEREMPUAN,15,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273080,32.73.21,BANDUNG KIDUL,ORANG,BANDUNG KIDUL,UPT KUJANG SARI,LAKI-LAKI,30,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273080,32.73.21,BANDUNG KIDUL,ORANG,BANDUNG KIDUL,UPT KUJANG SARI,PEREMPUAN,25,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273250,32.73.01,SUKASARI,ORANG,SUKASARI,UPT LEDENG,LAKI-LAKI,5,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273250,32.73.01,SUKASARI,ORANG,SUKASARI,UPT LEDENG,PEREMPUAN,7,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273050,32.73.10,ASTANA ANYAR,ORANG,ASTANAANYAR,UPT LIOGENTENG,LAKI-LAKI,5,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273050,32.73.10,ASTANA ANYAR,ORANG,ASTANAANYAR,UPT LIOGENTENG,PEREMPUAN,1,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273142,32.73.30,MANDALAJATI,ORANG,MANDALAJATI,UPT MANDALA MEKAR,LAKI-LAKI,10,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273142,32.73.30,MANDALAJATI,ORANG,MANDALAJATI,UPT MANDALA MEKAR,PEREMPUAN,8,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273090,32.73.22,BUAHBATU,ORANG,BUAHBATU,UPT MARGAHAYU RAYA,LAKI-LAKI,57,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273090,32.73.22,BUAHBATU,ORANG,BUAHBATU,UPT MARGAHAYU RAYA,PEREMPUAN,58,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273080,32.73.21,BANDUNG KIDUL,ORANG,BANDUNG KIDUL,UPT MENGGER,LAKI-LAKI,5,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273080,32.73.21,BANDUNG KIDUL,ORANG,BANDUNG KIDUL,UPT MENGGER,PEREMPUAN,4,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273060,32.73.11,REGOL,ORANG,REGOL,UPT MOCH. RAMDAN,LAKI-LAKI,17,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273060,32.73.11,REGOL,ORANG,REGOL,UPT MOCH. RAMDAN,PEREMPUAN,7,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273220,32.73.18,CIBEUNYING KALER,ORANG,CIBEUNYING KALER,UPT NEGLASARI,LAKI-LAKI,30,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273220,32.73.18,CIBEUNYING KALER,ORANG,CIBEUNYING KALER,UPT NEGLASARI,PEREMPUAN,25,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273210,32.73.14,CIBEUNYING KIDUL,ORANG,CIBEUNYING KIDUL,UPT PADASUKA,LAKI-LAKI,29,2020,real_bandung_reference
32,JAWA BARAT,3273,KOTA BANDUNG,3273210,32.73.14,CIBEUNYING KIDUL,ORANG,CIBEUNYING KIDUL,UPT PADASUKA,PEREMPUAN,25,2020,real_bandung_reference
