year,month,date_month,parent_region,region,penderita_dbd,meninggal,periode_data,data_origin,is_complete_year
2015,6,2015-06-01,JAKARTA SELATAN,JAGAKARSA,6,0,201506,real_jakarta,True
2015,6,2015-06-01,JAKARTA SELATAN,KEBAYORAN BARU,21,0,201506,real_jakarta,True
2015,6,2015-06-01,JAKARTA SELATAN,KEBAYORAN LAMA,14,0,201506,real_jakarta,True
2015,6,2015-06-01,JAKARTA SELATAN,MAMPANG PRAPATAN,9,0,201506,real_jakarta,True
2015,6,2015-06-01,JAKARTA SELATAN,PANCORAN,7,0,201506,real_jakarta,True
2015,6,2015-06-01,JAKARTA SELATAN,PASAR MINGGU,7,0,201506,real_jakarta,True
2015,6,2015-06-01,JAKARTA SELATAN,PESANGGRAHAN,15,0,201506,real_jakarta,True
2015,6,2015-06-01,JAKARTA SELATAN,SETIA BUDI,6,0,201506,real_jakarta,True
2015,6,2015-06-01,JAKARTA SELATAN,TEBET,9,0,201506,real_jakarta,True
2015,6,2015-06-01,JAKARTA TIMUR,CAKUNG,29,0,201506,real_jakarta,True
2015,6,2015-06-01,JAKARTA TIMUR,CIPAYUNG,18,0,201506,real_jakarta,True
2015,6,2015-06-01,JAKARTA TIMUR,CIRACAS,11,0,201506,real_jakarta,True
2015,6,2015-06-01,JAKARTA TIMUR,DUREN SAWIT,29,0,201506,real_jakarta,True
2015,6,2015-06-01,JAKARTA TIMUR,JATINEGARA,8,0,201506,real_jakarta,True
2015,6,2015-06-01,JAKARTA TIMUR,KRAMAT JATI,14,0,201506,real_jakarta,True
2015,6,2015-06-01,JAKARTA TIMUR,MAKASAR,9,0,201506,real_jakarta,True
2015,6,2015-06-01,JAKARTA TIMUR,MATRAMAN,17,0,201506,real_jakarta,True
2015,6,2015-06-01,JAKARTA TIMUR,PASAR REBO,8,0,201506,real_jakarta,True
2015,6,2015-06-01,JAKARTA TIMUR,PULO GADUNG,28,0,201506,real_jakarta,True
2015,6,2015-06-01,JAKARTA UTARA,CILINCING,30,0,201506,real_jakarta,True
2015,6,2015-06-01,JAKARTA UTARA,KELAPA GADING,34,0,201506,real_jakarta,True
2015,6,2015-06-01,JAKARTA UTARA,KOJA,12,0,201506,real_jakarta,True
2015,6,2015-06-01,JAKARTA UTARA,PADEMANGAN,9,0,201506,real_jakarta,True
2015,6,2015-06-01,JAKARTA UTARA,PENJARINGAN,4,0,201506,real_jakarta,True
2015,6,2015-06-01,JAKARTA UTARA,TANJUNG PRIOK,23,0,201506,real_jakarta,True
2015,6,2015-06-01,KABUPATEN KEPULAUAN SERIBU,KEP. SERIBU SELATAN,0,0,201506,real_jakarta,True
2015,6,2015-06-01,KABUPATEN KEPULAUAN SERIBU,KEP. SERIBU UTARA,0,0,201506,real_jakarta,True
2015,7,2015-07-01,JAKARTA BARAT,CENGKARENG,36,0,201507,real_jakarta,True
2015,7,2015-07-01,JAKARTA BARAT,GROGOL PETAMBURAN,14,0,201507,real_jakarta,True
2015,7,2015-07-01,JAKARTA BARAT,KALIDERES,27,0,201507,real_jakarta,True
2015,7,2015-07-01,JAKARTA BARAT,KEBON JERUK,7,0,201507,real_jakarta,True
2015,7,2015-07-01,JAKARTA BARAT,KEMBANGAN,6,0,201507,real_jakarta,True
2015,7,2015-07-01,JAKARTA BARAT,PALMERAH,3,0,201507,real_jakarta,True
2015,7,2015-07-01,JAKARTA BARAT,TAMAN SARI,6,0,201507,real_jakarta,True
2015,7,2015-07-01,JAKARTA BARAT,TAMBORA,6,0,201507,real_jakarta,True
2015,7,2015-07-01,JAKARTA PUSAT,CEMPAKA PUTIH,0,0,201507,real_jakarta,True
2015,7,2015-07-01,JAKARTA PUSAT,GAMBIR,0,0,201507,real_jakarta,True
2015,7,2015-07-01,JAKARTA PUSAT,JOHAR BARU,2,0,201507,real_jakarta,True
2015,7,2015-07-01,JAKARTA PUSAT,KEMAYORAN,5,0,201507,real_jakarta,True
2015,7,2015-07-01,JAKARTA PUSAT,MENTENG,1,0,201507,real_jakarta,True
2015,7,2015-07-01,JAKARTA PUSAT,SAWAH BESAR,1,0,201507,real_jakarta,True
2015,7,2015-07-01,JAKARTA PUSAT,SENEN,0,0,201507,real_jakarta,True
2015,7,2015-07-01,JAKARTA PUSAT,TANAH ABANG,2,0,201507,real_jakarta,True
